"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name"
"396","ENSG00000125107",2708.63426755387,-0.242884708391139,0.0696407759581186,-3.48767952466824,0.000487231702478701,0.0161026083966731,"chr16",58519951,58629886,0.414404744578664,0.440522127216253,"0.4095935525536816",109936,10861,"3","protein_coding",41.44,"CNOT1"
"397","ENSG00000125257",149.233421205103,-0.601258678697802,0.162930158557907,-3.69028474543656,0.000224003169595574,0.0104750348173765,"chr13",95019829,95301446,0.4233252135872,0.417089615977524,"0.4168766807369328",281618,7786,"3","protein_coding",42.33,"ABCC4"
"398","ENSG00000125304",2818.89147979558,-0.257966461627761,0.0798333932976278,-3.23131024464955,0.00123224111475592,0.0262107652826862,"chr13",99501417,99564006,0.389327368589232,0.396313820961705,"0.3895045339799211",62590,3866,"2","protein_coding",38.93,"TM9SF2"
"399","ENSG00000125454",260.603487965619,0.286993113879334,0.084353937897874,3.40224915435237,0.000668336773500818,0.0188732130323841,"chr17",75272981,75289510,0.506775559588627,0.531018422669744,"0.5005703726698665",16530,3308,"6","protein_coding",50.68,"SLC25A19"
"400","ENSG00000125458",609.10168460352,0.384905190338105,0.102566998439345,3.75271964856929,0.000174926446785901,0.00899112025632689,"chr17",75130225,75131795,0.656906429026098,0.666483250757904,"0.58115330503167",1571,2191,"8","protein_coding",65.69,"NT5C"
"401","ENSG00000125482",1229.93974082764,-0.256697128939535,0.086001910668979,-2.98478402331736,0.00283778612378581,0.0418535032602355,"chr9",132375548,132406851,0.448281369792998,0.433577863723703,"0.44623486517609695",31304,3204,"3","protein_coding",44.83,"TTF1"
"402","ENSG00000125503",2769.7934048213,0.294857617623758,0.098396008489712,2.99664206048143,0.0027297101867785,0.0409465228680078,"chr19",55090913,55117559,0.576012309077945,0.633350917382258,"0.5553225233593045",26647,7860,"8","protein_coding",57.6,"PPP1R12C"
"403","ENSG00000125611",293.538015849527,0.44319920973537,0.114802932645779,3.86052167415311,0.000113145203439533,0.00717799500421986,"chr2",112584240,112589275,0.53693407466243,0.542894212117595,"0.5489232899692931",5036,3975,"7","protein_coding",53.69,"CHCHD5"
"404","ENSG00000125652",667.807992747442,0.469987290854775,0.13285935964064,3.53747972386744,0.000403965201447018,0.0144544056728393,"chr19",6372433,6375251,0.64349059950337,0.626788300316903,"0.661138938898994",2819,1449,"8","protein_coding",64.35,"ALKBH7"
"405","ENSG00000125676",1944.72901794668,-0.34531569233378,0.101870349250781,-3.38975663550237,0.000699546960811688,0.0193779848197973,"chrX",123600561,123733056,0.380894517570342,0.373124115544216,"0.3759177864987525",132496,12759,"1","protein_coding",38.09,"THOC2"
"406","ENSG00000125691",3646.73161313411,0.927235647719815,0.256509233384998,3.61482366729511,0.000300552116516518,0.0121452507841329,"chr17",38847865,38853843,0.444388693761499,0.448745194826378,"0.42887436056894357",5979,6527,"4","protein_coding",44.44,"RPL23"
"407","ENSG00000125743",1660.98394122581,0.481871906409808,0.133347337558378,3.61365974929084,0.000301905198509207,0.0121458268774968,"chr19",45687454,45692569,0.522478498827209,0.544749167032212,"0.51368758929488",5116,1780,"7","protein_coding",52.25,"SNRPD2"
"408","ENSG00000125746",996.341041200258,0.212935529885234,0.0727515955568882,2.92688467181079,0.00342375814450373,0.0465323354111428,"chr19",45606994,45645629,0.526943783000311,0.588731178704463,"0.5140699553075019",38636,8288,"8","protein_coding",52.69,"EML2"
"409","ENSG00000125877",787.132675589816,0.273406369781949,0.0700505659368518,3.90298588063394,9.5013247326108e-05,0.00665606316403437,"chr20",3208868,3223870,0.508898220355929,0.562596845028632,"0.5005617133622733",15003,2062,"7","protein_coding",50.89,"ITPA"
"410","ENSG00000125901",410.807144071182,0.36807099898292,0.101327114320441,3.632502528582,0.000280685824647891,0.0116806504642462,"chr20",3045945,3048254,0.610822510822511,0.634304485467793,"0.7849490206330693",2310,1123,"8","protein_coding",61.08,"MRPS26"
"411","ENSG00000125910",5406.39109698772,0.461320243712361,0.12227651642719,3.77276240108668,0.000161450023137744,0.00854030222215889,"chr19",3172346,3180332,0.627644922999875,0.673131774487007,".",7987,1662,"8","protein_coding",62.76,"S1PR4"
"412","ENSG00000125995",302.106248557526,0.427025439487676,0.126042938671436,3.38793623814841,0.00070420633009193,0.0194476707050045,"chr20",35699272,35700984,0.502626970227671,0.635125219873029,"0.6795580110497238",1713,830,"8","protein_coding",50.26,"ROMO1"
"413","ENSG00000126070",861.424637668251,-0.294249030499456,0.095884048509639,-3.06880065113099,0.00214919951535438,0.0352299897851737,"chr1",35930718,36072500,0.387500617140278,0.390809472455767,"0.38707371946929386",141783,21134,"2","protein_coding",38.75,"AGO3"
"414","ENSG00000126247",4243.51749004021,-0.292510197749385,0.0901921017393909,-3.24319083498676,0.00118199012952619,0.025807495680052,"chr19",36139575,36150353,0.541423137582336,0.588036071585394,"0.5278504042389489",10779,3464,"8","protein_coding",54.14,"CAPNS1"
"415","ENSG00000126749",610.93814856248,0.234977785726156,0.0744427097132893,3.15649157091616,0.00159679502490184,0.0301391937670184,"chr12",6970893,6979941,0.48303679964637,0.497257303572015,"0.4593125942300346",9049,5654,"5","protein_coding",48.3,"EMG1"
"416","ENSG00000126768",820.431664645875,0.35999557198838,0.0907317379232151,3.96769179372535,7.25721027965603e-05,0.00595813680154204,"chrX",48893447,48898143,0.529486906536087,0.562931997688119,"0.502801692226255",4697,2682,"7","protein_coding",52.95,"TIMM17B"
"417","ENSG00000126787",39.9286577752375,-0.751753548039642,0.240779816591292,-3.12216181024714,0.00179528236295987,0.0320606330645117,"chr14",55148112,55191678,0.39112172056832,0.381955073285842,"0.3902646049363013",43567,3646,"1","protein_coding",39.11,"DLGAP5"
"418","ENSG00000127184",866.982247942864,0.636373648062643,0.214610228944702,2.96525310648923,0.00302433992169882,0.0431218327324906,"chr5",86617904,86620962,0.422687152664269,0.401875027733925,"0.46987656363166663",3059,2300,"2","protein_coding",42.27,"COX7C"
"419","ENSG00000127415",328.575498649913,0.461643324855703,0.146961381335571,3.14125602699384,0.00168224902019451,0.0310505861875984,"chr4",986997,1004506,0.654483152484295,0.691421556723206,"0.6437717400110023",17510,4422,"8","protein_coding",65.45,"IDUA"
"420","ENSG00000127445",1212.01628334497,0.324361466180688,0.0958818646783009,3.38292822390317,0.000717173731719638,0.0195894812446227,"chr19",9835257,9849682,0.563149868293359,0.57994189328376,"0.5562879271952035",14426,6108,"7","protein_coding",56.31,"PIN1"
"421","ENSG00000127554",386.655198176604,0.352392745805043,0.0889930179644599,3.95977969806321,7.50189355922009e-05,0.00606245563835793,"chr16",1984207,1987749,0.609935083262772,0.622259897217854,"0.6777777777777778",3543,2917,"8","protein_coding",60.99,"GFER"
"422","ENSG00000127586",352.151276927,0.417198269266688,0.124628686381783,3.34753002201,0.000815351557746735,0.0208112570552609,"chr16",788046,800737,0.665222187204538,0.665970664357207,"0.6577657016279074",12692,6213,"8","protein_coding",66.52,"CHTF18"
"423","ENSG00000127831",35.3287480292489,-0.902772329109249,0.270461647000564,-3.33789407526371,0.000844159235037154,0.0212728127229363,"chr2",218419092,218453295,0.500116945386505,0.45024846199649,"0.53087597036917",34204,6899,"4","protein_coding",50.01,"VIL1"
"424","ENSG00000127914",3535.28353115117,-0.346244090369766,0.103322208876324,-3.35111002886339,0.000804883151616007,0.0206852689843071,"chr7",91940867,92110673,0.367234566301743,0.369948232479877,"0.3656711511592413",169807,19079,"1","protein_coding",36.72,"AKAP9"
"425","ENSG00000128185",618.574549748913,0.347980904149213,0.117307295052508,2.9664046382917,0.00301303783960168,0.0431140051748682,"chr22",20314276,20320080,0.577260981912145,0.640333969670367,"0.5600077346630714",5805,1149,"8","protein_coding",57.73,"DGCR6L"
"426","ENSG00000128228",393.171647995644,0.467079129955199,0.124195647684482,3.76083331955248,0.000169348250182328,0.00875400185557881,"chr22",21642261,21644298,0.624631992149166,0.648747560376951,"0.6863905325443787",2038,1096,"8","protein_coding",62.46,"SDF2L1"
"427","ENSG00000128245",1126.13590432652,-0.33199045102921,0.0877769973472232,-3.78220332276737,0.000155446308221691,0.00838307422527667,"chr22",31944461,31957603,0.450353800502168,0.52659164851099,"0.45161290322580644",13143,2447,"6","protein_coding",45.04,"YWHAH"
"428","ENSG00000128585",1191.11399325818,-0.316780111290892,0.0923925404664375,-3.42863297936877,0.000606629270501857,0.0181628407326496,"chr7",131110096,131496636,0.392773340990994,0.372940377463503,"0.3959525353313459",386541,12855,"1","protein_coding",39.28,"MKLN1"
"429","ENSG00000128789",947.760909268402,-0.21531933251881,0.0700537013285447,-3.07363249100835,0.00211469763456959,0.0349445117319041,"chr18",12658043,12725740,0.420071493988006,0.51956411618556,"0.4204802228806959",67698,3475,"6","protein_coding",42.01,"PSMG2"
"430","ENSG00000129071",1454.4459949904,-0.200675046350132,0.0669690363326904,-2.99653477695592,0.00273067089232195,0.0409465228680078,"chr3",129430944,129440179,0.398982243395409,0.432045760460927,"0.3746963661161649",9236,3349,"3","protein_coding",39.9,"MBD4"
"431","ENSG00000129675",2808.97967220237,-0.196514161243331,0.0572254601725924,-3.43403374390774,0.000594670161758584,0.0179230820846308,"chrX",136665547,136782088,0.397684954780251,0.4356571778954,"0.3965866696868035",116542,6410,"3","protein_coding",39.77,"ARHGEF6"
"432","ENSG00000129680",387.144430004264,-0.342335644976479,0.105293348538772,-3.25125613086966,0.00114896297725264,0.0254539490345199,"chrX",136213220,136256482,0.406559877955759,0.451715981171062,"0.3864321184461785",43263,7045,"4","protein_coding",40.66,"MAP7D3"
"433","ENSG00000129691",943.169502484705,-0.232973642581912,0.0646243750696659,-3.60504287013628,0.000312101404298654,0.0123371849228645,"chr8",38105242,38144076,0.429895712630359,0.468897547814498,"0.42528257397120844",38835,5891,"4","protein_coding",42.99,"ASH2L"
"434","ENSG00000129932",145.920786538244,0.44003674632323,0.138008484927851,3.18847603140688,0.0014302486664979,0.028299271324905,"chr19",3490821,3500940,0.565810276679842,0.671993755200435,"0.5674957931230592",10120,2382,"8","protein_coding",56.58,"DOHH"
"435","ENSG00000129968",4863.05852115608,0.409125969827615,0.139935137530595,2.9236829080056,0.00345916928152058,0.0468381846596339,"chr19",1876810,1885547,0.651636530098421,0.658656472898973,"0.6706510766290779",8738,7585,"8","protein_coding",65.16,"ABHD17A"
"436","ENSG00000130005",138.036859208301,0.424440287529984,0.136012718029919,3.12059264514234,0.0018048751419036,0.0320711213149939,"chr19",1397084,1401570,0.642745709828393,0.619023325203124,"0.6062614014371873",4487,1737,"8","protein_coding",64.27,"GAMT"
"437","ENSG00000130227",1152.11497962087,-0.303508325222731,0.0790342012303143,-3.8402150018354,0.000122926605183411,0.00744321437940041,"chr8",21919671,22006585,0.399194615428867,0.454865297427521,"0.39506243216947695",86915,6878,"4","protein_coding",39.92,"XPO7"
"438","ENSG00000130255",4602.58023657618,0.401980977422024,0.10723337466739,3.74865547847266,0.000177785109360372,0.00903604341979342,"chr19",5674947,5691876,0.588127584170112,0.645333302259636,"0.5874548200618486",16930,2539,"8","protein_coding",58.81,"RPL36"
"439","ENSG00000130299",262.978198651803,0.459351458135144,0.112939768956475,4.06722505614626,4.75762904039654e-05,0.00475012679889756,"chr19",17334920,17342735,0.569728761514841,0.595230129172679,"0.5587387006358233",7816,6813,"8","protein_coding",56.97,"GTPBP3"
"440","ENSG00000130305",841.904347734032,0.23832364782781,0.0794420161959471,2.99996977971927,0.00270006393880916,0.040757038357532,"chr7",73302517,73308867,0.539285151944576,0.557165090558454,"0.5181229318694872",6351,3528,"7","protein_coding",53.93,"NSUN5"
"441","ENSG00000130312",386.429446413342,0.430943694564056,0.109763644723162,3.92610591285438,8.63321532427148e-05,0.0063417432730195,"chr19",17292609,17306843,0.542536002809975,0.539099958332366,"0.5382244143033292",14235,1680,"7","protein_coding",54.25,"MRPL34"
"442","ENSG00000130332",921.594054395766,0.523906167209608,0.112537796588674,4.65537964213468,3.23384273911257e-06,0.00102938320453436,"chr19",2321517,2328620,0.57713963963964,0.590991274416423,"0.5737365906387059",7104,1718,"8","protein_coding",57.71,"LSM7"
"443","ENSG00000130363",228.462191928572,-0.313409278510739,0.104214892958198,-3.00733675978971,0.00263547627391724,0.0402170576231744,"chr6",158972871,159000187,0.397518029066149,0.428088789001911,"0.38312085812844265",27317,6553,"3","protein_coding",39.75,"RSPH3"
"444","ENSG00000130396",261.823927514291,-0.503482304922063,0.163036304625503,-3.0881606773324,0.00201399546217267,0.0342551189199979,"chr6",167826922,167972023,0.38792711334096,0.451058430772645,"0.38379184215040946",145102,14111,"4","protein_coding",38.79,"AFDN"
"445","ENSG00000130413",17.5242645783166,-1.01857659370359,0.301873580973662,-3.37418263108111,0.000740352312824226,0.0197177669028873,"chr11",8391868,8594289,0.376480817302467,0.429615304279224,"0.37423161297461666",202422,7577,"3","protein_coding",37.65,"STK33"
"446","ENSG00000130520",1017.39721431159,0.28203157437168,0.0822705113724325,3.42810041735299,0.000607820587025028,0.0181685283871204,"chr19",18306230,18323274,0.563684364916398,0.609407884592483,"0.5881458274174961",17045,3023,"8","protein_coding",56.37,"LSM4"
"447","ENSG00000130717",580.452010659561,0.286156528752133,0.0785835202706281,3.64143178832737,0.000271125965553004,0.0114749722027384,"chr9",131523801,131531268,0.572710230316015,0.581080985533627,"0.553044070724812",7468,2823,"7","protein_coding",57.27,"UCK1"
"448","ENSG00000130748",212.29104411308,0.703816543251797,0.183170048380361,3.84242156114022,0.000121826354471426,0.00744321437940041,"chr19",47045907,47048630,0.616005873715125,0.722604117814355,"0.6058823529411764",2724,660,"8","protein_coding",61.6,"TMEM160"
"449","ENSG00000130779",1305.84349298657,-0.383077346621898,0.0983656198324814,-3.89442314575241,9.84326931589728e-05,0.00673948220632605,"chr12",122271432,122422632,0.438839690213689,0.429787767353006,"0.4352204267429454",151201,16265,"3","protein_coding",43.88,"CLIP1"
"450","ENSG00000130787",1115.20496225792,0.357241381418741,0.10868499565867,3.28694296074384,0.00101281346104929,0.023589842666596,"chr12",122834453,122862960,0.591623403956784,0.602863848312601,"0.5882539966212946",28508,7072,"8","protein_coding",59.16,"HIP1R"
"451","ENSG00000130811",3967.51686654327,0.209899254045755,0.0718515640796193,2.92128997794903,0.0034858521252245,0.0469890794651363,"chr19",10115017,10119918,0.592411260709914,0.600364572009326,"0.58674364190384",4902,3909,"8","protein_coding",59.24,"EIF3G"
"452","ENSG00000131037",54.3099845448074,0.818718529061132,0.210627957999885,3.88703634994922,0.000101475563127787,0.00681156409047233,"chr19",55072020,55087923,0.582620724346076,0.640641331285376,"0.5734332189177215",15904,5654,"8","protein_coding",58.26,"EPS8L1"
"453","ENSG00000131100",2376.4724985349,-0.276510381978461,0.0612580044061888,-4.51386532517415,6.36566484396492e-06,0.00167389308592608,"chr22",17592136,17628818,0.450535670474062,0.433356162713917,"0.4453690368505042",36683,3202,"3","protein_coding",45.05,"ATP6V1E1"
"454","ENSG00000131143",5796.8273232773,0.35550740862189,0.0875473718011281,4.06074335880074,4.89167193609597e-05,0.00475012679889756,"chr16",85798633,85807044,0.508440323347599,0.503877003062897,"0.5083799922132913",8412,4912,"6","protein_coding",50.84,"COX4I1"
"455","ENSG00000131174",262.4713198386,0.794763542398687,0.221978470106922,3.5803631857444,0.000343116963311564,0.0130466956410002,"chrX",77899438,77907373,0.408140120967742,0.421240556243379,"0.38337578236120173",7936,3020,"3","protein_coding",40.81,"COX7B"
"456","ENSG00000131188",152.649777592261,0.509116852528608,0.139048352204984,3.66143751044291,0.00025080403918362,0.0111279247693264,"chr5",177446445,177456286,0.623145702093071,0.703302979790945,"0.603600293901543",9842,1766,"8","protein_coding",62.31,"PRR7"
"457","ENSG00000131236",17149.2962117902,-0.324580482438493,0.0832133014429183,-3.90058412309412,9.59608736972301e-05,0.00669659266293285,"chr1",40040233,40072649,0.432705062158744,0.497451843879086,"0.4293092018034617",32417,3941,"5","protein_coding",43.27,"CAP1"
"458","ENSG00000131467",1904.7837773618,-0.22624742764537,0.0594787072232907,-3.80383902420757,0.000142470781877382,0.00805508649061553,"chr17",42824385,42843758,0.460359244348095,0.509074011564331,"0.4592842588124719",19374,5506,"6","protein_coding",46.04,"PSME3"
"459","ENSG00000131469",6970.74297884192,0.64836593997134,0.194479811104623,3.3338470265304,0.000856537505824777,0.0213769140380808,"chr17",42998273,43002959,0.498399829315127,0.50472092032777,"0.5004592110141736",4687,3204,"6","protein_coding",49.84,"RPL27"
"460","ENSG00000131495",702.744680959761,0.264867902930397,0.0796134228852448,3.3269252009448,0.000878099404060721,0.0215591821208088,"chr5",140638740,140647785,0.508954233915543,0.539106218242726,"0.4495878249841471",9046,1773,"7","protein_coding",50.9,"NDUFA2"
"461","ENSG00000131504",4734.08454346973,-0.2966803862271,0.0852731815702159,-3.47917575917825,0.000502958600095232,0.0164426681804106,"chr5",141515016,141619055,0.412427912341407,0.494951379073326,"0.4056085454682366",104040,7128,"5","protein_coding",41.24,"DIAPH1"
"462","ENSG00000131724",2684.19267512727,-0.351083339335399,0.108714685903171,-3.22940122043953,0.0012404972658226,0.0263554828935425,"chrX",118727572,118794539,0.403595747222554,0.422637796359454,"0.4088096022569379",66968,4360,"3","protein_coding",40.36,"IL13RA1"
"463","ENSG00000131748",1953.21395108287,0.200153323686523,0.0684469104030966,2.92421268553662,0.00345328708328201,0.04679345843097,"chr17",39637065,39663484,0.548978046934141,0.605406340162382,"0.5461690454042669",26420,5751,"8","protein_coding",54.9,"STARD3"
"464","ENSG00000132305",1302.20689305426,-0.238673454038226,0.0708056917477648,-3.37082299666624,0.000749439935600797,0.0197930686921992,"chr2",86143932,86195770,0.414070487470823,0.466126197372445,"0.41178723543541945",51839,3970,"4","protein_coding",41.41,"IMMT"
"465","ENSG00000132466",1128.67800223389,-0.332368854476012,0.09016860580203,-3.68608177446755,0.000227733202188614,0.0105948492833595,"chr4",73073376,73258798,0.361675736019803,0.421896889900484,"0.3607262886897809",185423,12001,"3","protein_coding",36.17,"ANKRD17"
"466","ENSG00000132581",1245.24562657953,0.242256123900169,0.0669502704120977,3.61844877412764,0.000296374146346661,0.0120569787249189,"chr17",28648356,28662189,0.471085730808154,0.452873761892176,"0.4447877703691657",13834,3326,"4","protein_coding",47.11,"SDF2"
"467","ENSG00000132635",1003.21874264133,0.288728185017984,0.0980658123192309,2.94422876015236,0.00323760596595204,0.0448420783559037,"chr20",2835314,2841190,0.576995065509614,0.636116940027861,"0.5314016768529364",5877,2332,"8","protein_coding",57.7,"PCED1A"
"468","ENSG00000132661",201.673928668622,0.333402288126106,0.103406412390224,3.22419355260047,0.00126327984104389,0.0265904285799309,"chr20",23350736,23354777,0.48936170212766,0.560010791990023,".",4042,1121,"7","protein_coding",48.94,"NXT1"
"469","ENSG00000132768",395.817095519956,0.291301721929917,0.0771425729896569,3.77614734174053,0.00015927279660035,0.00844984099858698,"chr1",43970000,43973369,0.56053412462908,0.570791602427985,"0.581338859184461",3370,3649,"7","protein_coding",56.05,"DPH2"
"470","ENSG00000132781",411.257333754984,0.284844419614711,0.0923355756597108,3.08488269639931,0.00203632448592427,0.0343055445428133,"chr1",45329163,45340470,0.510346657233817,0.576580142237795,"0.5164006018122701",11308,3997,"7","protein_coding",51.03,"MUTYH"
"471","ENSG00000132842",852.136797199138,-0.298123416118915,0.0824934948103277,-3.6139021240932,0.000301622962699876,0.0121458268774968,"chr5",78000525,78294755,0.365348994497521,0.380355936600114,"0.3640653622307992",294231,7280,"1","protein_coding",36.53,"AP3B1"
"472","ENSG00000133112",33759.5362682048,0.617660189984832,0.202984634973039,3.0428913502092,0.00234316917512196,0.0373589292736493,"chr13",45333471,45341370,0.441772151898734,0.443999124471858,"0.4069749871454158",7900,8051,"4","protein_coding",44.18,"TPT1"
"473","ENSG00000133134",111.03281186458,0.547654672239134,0.172205948814852,3.18023085734366,0.00147157766739215,0.0287718806003913,"chrX",103309346,103311046,0.570252792475015,0.549225625713537,"0.5558510638297872",1701,1173,"7","protein_coding",57.03,"BEX2"
"474","ENSG00000133226",2596.92640538126,-0.276555474182754,0.0710677276339023,-3.89143544320707,9.96529052120504e-05,0.0067719187721627,"chr1",24631716,24673267,0.417621293800539,0.418203803539219,"0.41157252716438414",41552,9393,"3","protein_coding",41.76,"SRRM1"
"475","ENSG00000133318",6643.88317740901,-0.375507072986363,0.102361107465966,-3.66845457500755,0.000244021037968853,0.0110411913040072,"chr11",63681446,63759891,0.421206944904775,0.417949463200142,"0.4206962803636808",78446,5781,"3","protein_coding",42.12,"RTN3"
"476","ENSG00000133612",672.983896436527,0.364839897201527,0.108208159920085,3.37164865820629,0.00074719701608743,0.0197625986295777,"chr7",151085831,151144436,0.577261713817698,0.623793544705032,"0.5758650319169759",58606,11432,"8","protein_coding",57.73,"AGAP3"
"477","ENSG00000133812",563.803274799917,-0.449409707225956,0.11371843117008,-3.95195134686487,7.75165030174392e-05,0.00606245563835793,"chr11",9778667,10294207,0.383148963903938,0.419947161118966,"0.3804022746834367",515541,16722,"3","protein_coding",38.31,"SBF2"
"478","ENSG00000133816",1813.14678479188,-0.360986141505698,0.122074609129967,-2.95709438742805,0.00310553037511462,0.0438208951853738,"chr11",12094008,12263789,0.474473147919096,0.508558870955498,"0.47551392436609985",169782,17599,"6","protein_coding",47.45,"MICAL2"
"479","ENSG00000133835",990.717864288629,-0.313856518890222,0.105676351183086,-2.96997876418406,0.00297820335836422,0.0427272753459912,"chr5",119452443,119637199,0.373371509604508,0.392715585263004,"0.3713435539332997",184757,8432,"2","protein_coding",37.34,"HSD17B4"
"480","ENSG00000133961",3882.01033610045,-0.284700128789879,0.0946029413716882,-3.00942153237406,0.00261745680791777,0.0400584758724916,"chr14",73275107,73463642,0.405646666949548,0.436449961081879,"0.40322796302486924",188536,10739,"3","protein_coding",40.56,"NUMB"
"481","ENSG00000133997",352.799206655024,-0.326273714125519,0.0695572224582023,-4.69072373212688,2.72240357107086e-06,0.000949909430644416,"chr14",70581257,70600690,0.389369146856026,0.388627166315561,"0.38402305394309855",19434,4711,"2","protein_coding",38.94,"MED6"
"482","ENSG00000134250",3149.45905209068,-0.271997390862683,0.0832228765151615,-3.26830076359029,0.00108195323326487,0.0246930307727772,"chr1",119911553,120069626,0.39736452547541,0.455502929208344,"0.39031767876504236",158074,16767,"4","protein_coding",39.74,"NOTCH2"
"483","ENSG00000134333",3622.56661154329,-0.163586863270498,0.0526401655084301,-3.10764340671194,0.00188585464969734,0.032837760810085,"chr11",18394388,18408425,0.443011825046303,0.448055171482789,"0.4338374949543444",14038,7168,"4","protein_coding",44.3,"LDHA"
"484","ENSG00000134419",677.293336658217,0.616963114918231,0.206716288029344,2.98458878494688,0.0028395978016617,0.0418535032602355,"chr16",18781295,18790383,0.464077456265816,0.476395687922065,"0.4465519432026379",9089,7672,"5","protein_coding",46.41,"RPS15A"
"485","ENSG00000134668",57.3444780776835,-0.915630554318397,0.272749514571152,-3.35703825452468,0.000787822116493266,0.0204271495781568,"chr1",31790422,31816051,0.493015996878658,0.579134068747711,"0.4845037889099206",25630,7095,"7","protein_coding",49.3,"SPOCD1"
"486","ENSG00000134910",1001.91806725746,-0.235574901795214,0.0784011135282488,-3.0047392338418,0.00265808629909687,0.0404082592794348,"chr11",125591712,125625215,0.410279369627507,0.430838335430285,"0.4043790957009967",33504,7346,"3","protein_coding",41.03,"STT3A"
"487","ENSG00000134996",4097.87455608758,-0.245606329731408,0.0717234646312033,-3.42435116588828,0.000616269306084413,0.0182477146678552,"chr9",75088543,75147265,0.40244878497352,0.413700989072387,"0.4024119405993271",58723,1309,"2","protein_coding",40.24,"OSTF1"
"488","ENSG00000135090",2724.15170691953,-0.468499049414502,0.102631324008019,-4.56487387201489,4.99794737836929e-06,0.00146262511666342,"chr12",118149801,118372945,0.397136391135809,0.422643822519492,"0.40017843706338463",223145,10542,"3","protein_coding",39.71,"TAOK3"
"489","ENSG00000135250",2783.21838517485,-0.359335704712241,0.0887831985227462,-4.04733903138418,5.18031829153026e-05,0.0048200869272577,"chr7",105110704,105399308,0.410595797023614,0.427316486858872,"0.40913841779833526",288605,6315,"3","protein_coding",41.06,"SRPK2"
"490","ENSG00000135315",224.298743140989,-0.405543347862754,0.139907806635008,-2.89864702775833,0.0037477654587768,0.0491967298363346,"chr6",84124241,84227635,0.37000822090043,0.36822456361364,"0.369227470840968",103395,5445,"1","protein_coding",37,"CEP162"
"491","ENSG00000135387",1906.82930916885,-0.194745554291973,0.0561680229359183,-3.46719617520021,0.000525917911083752,0.0168293731546801,"chr11",34051683,34101156,0.402150624570481,0.434261282255574,"0.39853343854024703",49474,7662,"3","protein_coding",40.22,"CAPRIN1"
"492","ENSG00000135521",227.132213268027,-0.482418377315159,0.14177512589475,-3.40270110338886,0.000667232310043081,0.0188732130323841,"chr6",143843344,143863812,0.397430260393766,0.41739027568794,"0.39611913184897873",20469,1836,"3","protein_coding",39.74,"LTV1"
"493","ENSG00000135597",657.728075418749,-0.372676592944663,0.0669396191752195,-5.56735454334083,2.58635814998176e-08,5.86586028415863e-05,"chr6",138903493,138988261,0.373202467883306,0.389964726888912,"0.3661736362337447",84769,9602,"2","protein_coding",37.32,"REPS1"
"494","ENSG00000135678",160.31230374342,-0.447159813562948,0.122587345593688,-3.64768330203548,0.000264615521237705,0.0113157503448411,"chr12",68842197,68971570,0.41459644132515,0.424103924497436,"0.4122017127940309",129374,7522,"3","protein_coding",41.46,"CPM"
"495","ENSG00000135686",1471.03637172266,0.25563853254453,0.0609796741006157,4.19219250209061,2.76271410879897e-05,0.00345701274414128,"chr16",84648525,84667686,0.51309884145705,0.527862319816727,"0.5112939161314736",19162,10081,"6","protein_coding",51.31,"KLHL36"
"496","ENSG00000135837",890.94349009576,-0.355212571334373,0.11093761109181,-3.20191292960514,0.00136518255578692,0.0276449467546852,"chr1",179954738,180114880,0.364699050223862,0.411303650243941,"0.3603921999676166",160143,14258,"2","protein_coding",36.47,"CEP350"
"497","ENSG00000135842",6233.46961378455,-0.45014510346051,0.143181603826704,-3.14387527049446,0.00166726487625971,0.0308682182804655,"chr1",184790724,184974550,0.40123050476807,0.45737202247591,"0.4028821534685348",183827,10335,"4","protein_coding",40.12,"FAM129A"
"498","ENSG00000135899",6389.88056727378,-0.393865361396686,0.0993687030571128,-3.96367618052043,7.38043495626957e-05,0.00603200954263762,"chr2",230167293,230225729,0.423704160035594,0.458944881382956,"0.4216406581047504",58437,6840,"4","protein_coding",42.37,"SP110"
"499","ENSG00000135912",501.067350364532,-0.311471011885044,0.104799670660381,-2.97206097998545,0.00295807925204239,0.0425625614187605,"chr2",218710845,218755416,0.449587184779682,0.511431809297764,"0.44200416381909763",44572,8525,"6","protein_coding",44.96,"TTLL4"
"500","ENSG00000135940",1816.12845986156,0.232544137666518,0.0747328718472108,3.11167136921953,0.00186031464795055,0.0325492275529555,"chr2",97646040,97648383,0.502986348122867,0.529395263038764,"0.5237224066954145",2344,1436,"6","protein_coding",50.3,"COX5B"
"501","ENSG00000136149",189.117000241954,0.902408260796129,0.229040530081811,3.93995010609606,8.14985573071821e-05,0.00609641725022925,"chr13",54440704,54441315,0.571895424836601,0.571895424836601,".",612,611,"7","processed_pseudogene",57.19,"RPL13AP25"
"502","ENSG00000136156",31490.0971382085,-0.269446635528813,0.0887243565952567,-3.03689590850432,0.00239027982533723,0.0379101723347191,"chr13",48233158,48270357,0.373145161290323,0.390995395534708,"0.3662566747942621",37200,10827,"2","protein_coding",37.31,"ITM2B"
"503","ENSG00000136167",38929.1508548207,-0.422406484320331,0.100405281830585,-4.20701457751059,2.58766455424089e-05,0.00328325773931096,"chr13",46125920,46211871,0.402119787788533,0.452242662105331,"0.40058523606236174",85952,5037,"4","protein_coding",40.21,"LCP1"
