"","Row.names","logFC","logCPM","LR","PValue","FDR","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name"
"301","ENSG00000120742",0.265590642065691,6.55512825354046,10.6030152007511,0.00112903390149223,0.0280478545046077,"chr3",150541994,150603228,0.388405323752756,0.426331575351706,"0.3747656289218721",61235,6022,"3","protein_coding",38.84,"SERP1"
"302","ENSG00000120885",-0.702725778499221,5.3124300417262,11.0611436123365,0.000881557524108806,0.0250861305056622,"chr8",27596917,27615031,0.499033949765388,0.518365368130971,"0.4931337936820378",18115,7037,"6","protein_coding",49.9,"CLU"
"303","ENSG00000120913",0.230609496318874,5.6307861308301,9.16667491588292,0.00246461961533599,0.0417606858833835,"chr8",22578279,22598025,0.584392565959386,0.590924399315804,"0.5897617514383013",19747,12375,"8","protein_coding",58.44,"PDLIM2"
"304","ENSG00000121210",-0.202845891792421,5.78000774592973,9.31394426476108,0.00227416380265093,0.0402011261313981,"chr4",153466346,153636711,0.417835718394515,0.435894729715237,"0.42092474004141406",170366,6356,"3","protein_coding",41.78,"KIAA0922"
"305","ENSG00000121316",-0.349706494036005,7.0116876704024,8.62389142122107,0.00331782293732916,0.0489483348713775,"chr12",14503661,14568349,0.406916168127502,0.489758179297368,"0.395953721865084",64689,2829,"5","protein_coding",40.69,"PLBD1"
"306","ENSG00000122025",-0.770585372729525,1.17302395614973,12.7175059034092,0.000362248560187372,0.0153006477188758,"chr13",28003274,28100592,0.432197207122967,0.43130684800152,"0.4350937398052585",97319,4133,"3","protein_coding",43.22,"FLT3"
"307","ENSG00000122257",-0.269541648058692,6.58709752923133,8.96565748937732,0.0027510167964747,0.0444148877518071,"chr16",24537693,24572863,0.376133746552557,0.404929428951994,"0.3651561091961638",35171,10661,"2","protein_coding",37.61,"RBBP6"
"308","ENSG00000122641",-1.88453874897028,-0.881561017020687,14.1520277808799,0.000168615267117021,0.0105061661649403,"chr7",41667168,41705834,0.406522357565883,0.413689855433044,"0.42854670079009965",38667,8294,"2","protein_coding",40.65,"INHBA"
"309","ENSG00000122729",-0.407835970127348,2.79934326442835,10.0712386165286,0.00150601754979707,0.0328723408291731,"chr9",32384603,32454769,0.417133410292588,0.45882639151712,"0.4126526349661178",70167,7533,"4","protein_coding",41.71,"ACO1"
"310","ENSG00000122779",-0.425910634702464,3.56241774979266,19.4411031617612,1.03749996177891e-05,0.00253193219839129,"chr7",138460334,138589993,0.391855622397038,0.426814523206627,"0.3902528057015914",129660,9201,"3","protein_coding",39.19,"TRIM24"
"311","ENSG00000122786",-1.38135161201526,0.729241025121789,23.8507905664529,1.04099117101611e-06,0.000587967927636441,"chr7",134744252,134970728,0.400490999086,0.406619999919366,"0.40151418871351646",226477,9817,"2","protein_coding",40.05,"CALD1"
"312","ENSG00000122877",1.44460621012978,-0.529356138982448,12.1297760286173,0.000496230793560219,0.0190898116718628,"chr10",62811996,62919900,0.426402854362634,0.510918817772379,"0.42380451785615186",107905,3964,"6","protein_coding",42.64,"EGR2"
"313","ENSG00000122882",-0.261178158273069,3.96124184865096,9.23605571850172,0.00237295548163495,0.0409579575322276,"chr10",73130155,73169055,0.394694223798874,0.431182478346149,"0.39026305630937336",38901,3736,"3","protein_coding",39.47,"ECD"
"314","ENSG00000123009",1.53989007905383,-0.992631763732032,14.2049415495324,0.000163939426845089,0.0102660039610912,"chr12",120282303,120282716,0.528985507246377,0.528985507246377,".",414,413,"6","processed_pseudogene",52.9,"NME2P1"
"315","ENSG00000123144",0.399482297391484,7.11105653611972,24.9700902969871,5.82266132866683e-07,0.000357157955948926,"chr19",12730640,12734775,0.548597678916828,0.620546164035792,"0.5709090909090909",4136,1399,"8","protein_coding",54.86,"C19orf43"
"316","ENSG00000123200",-0.389072162566004,6.68801819903377,13.4244639525837,0.000248363978772569,0.0124330583219738,"chr13",45954465,46052759,0.349010631263035,0.403640492845991,"0.3424050917208092",98295,10292,"2","protein_coding",34.9,"ZC3H13"
"317","ENSG00000123338",-0.214006206096235,7.50146597055069,13.6442123493921,0.00022092124513838,0.0120179789421872,"chr12",54497711,54548238,0.425981633945535,0.459338895157638,"0.41225155235752686",50528,10564,"4","protein_coding",42.6,"NCKAP1L"
"318","ENSG00000123349",0.606826896936868,6.67560266263918,13.7851377602881,0.000204951163339801,0.011477592719066,"chr12",53295291,53299450,0.472836538461538,0.481059742698104,"0.4790020790020791",4160,4565,"5","protein_coding",47.28,"PFDN5"
"319","ENSG00000123395",0.239266614470447,4.24625102376564,8.78407400911716,0.00303871777680734,0.0469185501373302,"chr12",52069246,52077494,0.514486604436901,0.569823373743721,"0.4793406823461749",8249,3324,"7","protein_coding",51.45,"ATG101"
"320","ENSG00000123689",2.39327955043506,1.00891632254485,41.2799032300841,1.31918218711801e-10,2.31793502098505e-06,"chr1",209675420,209676388,0.575851393188854,0.570337322324415,".",969,864,"7","protein_coding",57.59,"G0S2"
"321","ENSG00000123815",0.247087325617847,4.63571097247046,8.76860881741216,0.00306459106738527,0.0470698685708275,"chr19",40691529,40718207,0.526631432962255,0.574824128284885,"0.4946589168806051",26679,5469,"7","protein_coding",52.66,"COQ8B"
"322","ENSG00000124177",-0.335988046687208,4.64748035548994,16.5260483503998,4.79862962397549e-05,0.00568380019214127,"chr20",41402101,41618494,0.41098644139856,0.456898164365072,"0.4087626039963988",216394,14088,"4","protein_coding",41.1,"CHD6"
"323","ENSG00000124222",0.199208823146765,7.06720782915438,10.6220359520939,0.00111747944027359,0.0280478545046077,"chr20",58651253,58679526,0.410094079366202,0.478342136963648,"0.4010586411175689",28274,5663,"5","protein_coding",41.01,"STX16"
"324","ENSG00000124356",-0.21254384080589,4.60090996659818,8.66137889476906,0.00325025248082347,0.0483239316364771,"chr2",73828916,73873659,0.421039692472734,0.452258241473701,"0.4168375150176395",44744,7735,"4","protein_coding",42.1,"STAMBP"
"325","ENSG00000124486",-0.364779301617918,5.82328820547649,16.8858717752423,3.96959514685469e-05,0.00516664861669509,"chrX",41085635,41236579,0.384961409785021,0.393952908591777,"0.3830157995876204",150945,13916,"2","protein_coding",38.5,"USP9X"
"326","ENSG00000124491",-0.842572138158993,5.84219904081229,21.0044902823693,4.58208215452975e-06,0.00154830318340851,"chr6",6144085,6321013,0.417365157775153,0.464427501369323,"0.41605498083814224",176929,4707,"4","protein_coding",41.74,"F13A1"
"327","ENSG00000124659",0.357748573373062,4.95642879271411,15.639707545068,7.66284986906859e-05,0.00723892123921528,"chr6",42744481,42746096,0.543316831683168,0.543316831683168,".",1616,1615,"7","protein_coding",54.33,"TBCC"
"328","ENSG00000124721",-1.48159908413027,0.0401184631057855,11.1607071886781,0.000835480688168138,0.0244670519530039,"chr6",38715341,39030529,0.391098674128856,0.408788962494349,"0.3894804576766023",315189,14961,"2","protein_coding",39.11,"DNAH8"
"329","ENSG00000124788",-0.26833659611564,5.21008026419111,10.9660798709652,0.000927948552692273,0.0254483072107237,"chr6",16299112,16761491,0.41864483757948,0.436773226774828,"0.4172071921064944",462380,16472,"3","protein_coding",41.86,"ATXN1"
"330","ENSG00000124802",0.989911015996908,0.457609931667826,11.900423144003,0.00056121193765396,0.0198811591865277,"chr6",8073360,8102578,0.396317464663404,0.394243577932229,"0.3918855631155577",29219,2099,"2","protein_coding",39.63,"EEF1E1"
"331","ENSG00000124831",-0.341903587816913,8.3442339059297,17.0020382921862,3.73397119124426e-05,0.00493305321814683,"chr2",237627576,237813682,0.455243488960652,0.452332595343947,"0.46035476599996017",186107,11949,"4","protein_coding",45.52,"LRRFIP1"
"332","ENSG00000125107",-0.237466085872967,6.49619844870115,10.059653744333,0.00151551707011699,0.0329977081028819,"chr16",58519951,58629886,0.414404744578664,0.440522127216253,"0.4095935525536816",109936,10861,"3","protein_coding",41.44,"CNOT1"
"333","ENSG00000125257",-0.572638212319554,2.3043313203698,13.4273455452645,0.000247982761343966,0.0124330583219738,"chr13",95019829,95301446,0.4233252135872,0.417089615977524,"0.4168766807369328",281618,7786,"3","protein_coding",42.33,"ABCC4"
"334","ENSG00000125304",-0.245301099948726,6.55046224766336,9.0906340544191,0.00256921786201438,0.0430473881871429,"chr13",99501417,99564006,0.389327368589232,0.396313820961705,"0.3895045339799211",62590,3866,"2","protein_coding",38.93,"TM9SF2"
"335","ENSG00000125454",0.286550469586702,3.12608091861251,10.2646224800724,0.00135605483311409,0.0309285531342251,"chr17",75272981,75289510,0.506775559588627,0.531018422669744,"0.5005703726698665",16530,3308,"6","protein_coding",50.68,"SLC25A19"
"336","ENSG00000125458",0.380662929240911,4.35247183501216,12.6115635110516,0.000383367698516189,0.0157386771743644,"chr17",75130225,75131795,0.656906429026098,0.666483250757904,"0.58115330503167",1571,2191,"8","protein_coding",65.69,"NT5C"
"337","ENSG00000125611",0.438214932556507,3.29206806965875,14.312324276359,0.000154847770668369,0.00990587222046592,"chr2",112584240,112589275,0.53693407466243,0.542894212117595,"0.5489232899692931",5036,3975,"7","protein_coding",53.69,"CHCHD5"
"338","ENSG00000125652",0.46608298829407,4.48253708399924,11.9892969873597,0.000535069712350666,0.0196277868804041,"chr19",6372433,6375251,0.64349059950337,0.626788300316903,"0.661138938898994",2819,1449,"8","protein_coding",64.35,"ALKBH7"
"339","ENSG00000125676",-0.331954652805694,6.00672240291006,11.8703532427799,0.000570345937368182,0.0200832634579085,"chrX",123600561,123733056,0.380894517570342,0.373124115544216,"0.3759177864987525",132496,12759,"1","protein_coding",38.09,"THOC2"
"340","ENSG00000125691",0.91707716953244,6.90661702957027,13.7836947158461,0.000205108651402124,0.011477592719066,"chr17",38847865,38853843,0.444388693761499,0.448745194826378,"0.42887436056894357",5979,6527,"4","protein_coding",44.44,"RPL23"
"341","ENSG00000125740",0.841389037610473,1.57597933172671,8.81591295561029,0.00298614764323938,0.046474402337785,"chr19",45467995,45475179,0.575782881002088,0.568352383793988,"0.5771564213197664",7185,7522,"7","protein_coding",57.58,"FOSB"
"342","ENSG00000125743",0.47407410482004,5.78325507536335,13.4162327610286,0.000249456172351358,0.0124522568306412,"chr19",45687454,45692569,0.522478498827209,0.544749167032212,"0.51368758929488",5116,1780,"7","protein_coding",52.25,"SNRPD2"
"343","ENSG00000125877",0.276202772009064,4.71865134103449,12.7787876780229,0.000350572053388556,0.0149875950123852,"chr20",3208868,3223870,0.508898220355929,0.562596845028632,"0.5005617133622733",15003,2062,"7","protein_coding",50.89,"ITPA"
"344","ENSG00000125901",0.370280108618721,3.78956272463154,11.6552641721622,0.00064021112387304,0.0214678428579641,"chr20",3045945,3048254,0.610822510822511,0.634304485467793,"0.7849490206330693",2310,1123,"8","protein_coding",61.08,"MRPS26"
"345","ENSG00000125910",0.457696427073345,7.50197011074806,12.8160543659808,0.000343657687661298,0.0149117126242339,"chr19",3172346,3180332,0.627644922999875,0.673131774487007,".",7987,1662,"8","protein_coding",62.76,"S1PR4"
"346","ENSG00000125995",0.686414519904146,3.43238384896367,20.5371884202323,5.84839043753667e-06,0.00180495953491688,"chr20",35699272,35700984,0.502626970227671,0.635125219873029,"0.6795580110497238",1713,830,"8","protein_coding",50.26,"ROMO1"
"347","ENSG00000126070",-0.282108508796381,4.83570314314466,9.54762633170273,0.00200208153508454,0.0377452517735734,"chr1",35930718,36072500,0.387500617140278,0.390809472455767,"0.38707371946929386",141783,21134,"2","protein_coding",38.75,"AGO3"
"348","ENSG00000126749",0.232452826303059,4.34303034691407,10.261675662686,0.0013582225797184,0.0309285531342251,"chr12",6970893,6979941,0.48303679964637,0.497257303572015,"0.4593125942300346",9049,5654,"5","protein_coding",48.3,"EMG1"
"349","ENSG00000126768",0.358144727836038,4.78165781761903,13.5763209450271,0.000229056739408346,0.0121906242968655,"chrX",48893447,48898143,0.529486906536087,0.562931997688119,"0.502801692226255",4697,2682,"7","protein_coding",52.95,"TIMM17B"
"350","ENSG00000126803",-1.59743933203568,-1.18763564982388,9.11614794246435,0.0025336291252403,0.0426013371862175,"chr14",64535905,64546173,0.455448437043529,0.452287077465911,".",10269,5775,"4","protein_coding",45.54,"HSPA2"
"351","ENSG00000127184",0.634900327328328,4.83482255019073,9.45653399862928,0.00210398260433205,0.038439922503383,"chr5",86617904,86620962,0.422687152664269,0.401875027733925,"0.46987656363166663",3059,2300,"2","protein_coding",42.27,"COX7C"
"352","ENSG00000127415",0.469094999482513,3.47063530736655,9.71937057311104,0.00182335951394666,0.0359450911983219,"chr4",986997,1004506,0.654483152484295,0.691421556723206,"0.6437717400110023",17510,4422,"8","protein_coding",65.45,"IDUA"
"353","ENSG00000127445",0.325912627631001,5.34497585582806,10.2095268749244,0.00139717012467587,0.031353354100485,"chr19",9835257,9849682,0.563149868293359,0.57994189328376,"0.5562879271952035",14426,6108,"7","protein_coding",56.31,"PIN1"
"354","ENSG00000127554",0.355910082618506,3.69853476669496,14.0715886797901,0.000175982079002336,0.0107730957456416,"chr16",1984207,1987749,0.609935083262772,0.622259897217854,"0.6777777777777778",3543,2917,"8","protein_coding",60.99,"GFER"
"355","ENSG00000127586",0.424303113484966,3.57147570311318,10.5923341385857,0.0011355752009167,0.0280478545046077,"chr16",788046,800737,0.665222187204538,0.665970664357207,"0.6577657016279074",12692,6213,"8","protein_coding",66.52,"CHTF18"
"356","ENSG00000127831",-0.883541447722837,0.309762207868392,10.7292635321055,0.0010545440902228,0.0273207475340317,"chr2",218419092,218453295,0.500116945386505,0.45024846199649,"0.53087597036917",34204,6899,"4","protein_coding",50.01,"VIL1"
"357","ENSG00000127914",-0.334924988108916,6.87067525714838,11.3905320038821,0.000738193863217726,0.0229032185788397,"chr7",91940867,92110673,0.367234566301743,0.369948232479877,"0.3656711511592413",169807,19079,"1","protein_coding",36.72,"AKAP9"
"358","ENSG00000128228",0.464635660602979,3.72812590737671,12.813944241881,0.000344045495918615,0.0149117126242339,"chr22",21642261,21644298,0.624631992149166,0.648747560376951,"0.6863905325443787",2038,1096,"8","protein_coding",62.46,"SDF2L1"
"359","ENSG00000128245",-0.321003476075365,5.23369252413382,11.9744958675007,0.000539336561483805,0.019680972685052,"chr22",31944461,31957603,0.450353800502168,0.52659164851099,"0.45161290322580644",13143,2447,"6","protein_coding",45.04,"YWHAH"
"360","ENSG00000128585",-0.304794230812774,5.30211434253864,12.0182250045643,0.000526828502422667,0.0194986685024634,"chr7",131110096,131496636,0.392773340990994,0.372940377463503,"0.3959525353313459",386541,12855,"1","protein_coding",39.28,"MKLN1"
"361","ENSG00000128789",-0.210280467922289,4.97547792951947,9.62403424859991,0.00192047409750361,0.0369601866015728,"chr18",12658043,12725740,0.420071493988006,0.51956411618556,"0.4204802228806959",67698,3475,"6","protein_coding",42.01,"PSMG2"
"362","ENSG00000129071",-0.193378810245622,5.59349692200632,8.75227341160468,0.00309216336252694,0.0472045199330676,"chr3",129430944,129440179,0.398982243395409,0.432045760460927,"0.3746963661161649",9236,3349,"3","protein_coding",39.9,"MBD4"
"363","ENSG00000129235",0.378071433302541,3.18474823712705,8.67502109370537,0.00322601121244429,0.0483053085866674,"chr17",6640758,6644541,0.427325581395349,0.42900178324652,"0.4578238407434964",3784,4671,"3","protein_coding",42.73,"TXNDC17"
"364","ENSG00000129675",-0.18895219992937,6.54765852433259,9.0604864000241,0.00261192487296037,0.0431585186021213,"chrX",136665547,136782088,0.397684954780251,0.4356571778954,"0.3965866696868035",116542,6410,"3","protein_coding",39.77,"ARHGEF6"
"365","ENSG00000129680",-0.334442058247288,3.69256297682491,9.99585771689621,0.00156892736457064,0.0332353430195216,"chrX",136213220,136256482,0.406559877955759,0.451715981171062,"0.3864321184461785",43263,7045,"4","protein_coding",40.66,"MAP7D3"
"366","ENSG00000129691",-0.223498527075296,4.97644998350599,10.1007730368044,0.00148207141534886,0.0326743749549495,"chr8",38105242,38144076,0.429895712630359,0.468897547814498,"0.42528257397120844",38835,5891,"4","protein_coding",42.99,"ASH2L"
"367","ENSG00000129932",0.448596138504988,2.31745299338611,9.53451278211719,0.00201643695280279,0.0379727268815495,"chr19",3490821,3500940,0.565810276679842,0.671993755200435,"0.5674957931230592",10120,2382,"8","protein_coding",56.58,"DOHH"
"368","ENSG00000130005",0.423507944183399,2.22897516179986,9.07242621341445,0.00259492547045618,0.0431585186021213,"chr19",1397084,1401570,0.642745709828393,0.619023325203124,"0.6062614014371873",4487,1737,"8","protein_coding",64.27,"GAMT"
"369","ENSG00000130227",-0.292920714946467,5.26203083512409,13.0225174382298,0.000307767804385283,0.0141402453577991,"chr8",21919671,22006585,0.399194615428867,0.454865297427521,"0.39506243216947695",86915,6878,"4","protein_coding",39.92,"XPO7"
"370","ENSG00000130255",0.390182007520988,7.25559010455153,13.4943128938833,0.000239287573363958,0.0123046767827393,"chr19",5674947,5691876,0.588127584170112,0.645333302259636,"0.5874548200618486",16930,2539,"8","protein_coding",58.81,"RPL36"
"371","ENSG00000130299",0.452658752805781,3.14144290138186,15.1646357973824,9.85315752678946e-05,0.00815893427895374,"chr19",17334920,17342735,0.569728761514841,0.595230129172679,"0.5587387006358233",7816,6813,"8","protein_coding",56.97,"GTPBP3"
"372","ENSG00000130312",0.43264355520467,3.69779573350423,14.6487489777437,0.000129520583868066,0.00921379019897083,"chr19",17292609,17306843,0.542536002809975,0.539099958332366,"0.5382244143033292",14235,1680,"7","protein_coding",54.25,"MRPL34"
"373","ENSG00000130332",0.51986210963715,4.9465656301916,20.4423181688582,6.14557301015442e-06,0.00183023497222751,"chr19",2321517,2328620,0.57713963963964,0.590991274416423,"0.5737365906387059",7104,1718,"8","protein_coding",57.71,"LSM7"
"374","ENSG00000130396",-0.474941708435679,3.1180872487646,8.96911033871268,0.00274582267377048,0.0444148877518071,"chr6",167826922,167972023,0.38792711334096,0.451058430772645,"0.38379184215040946",145102,14111,"4","protein_coding",38.79,"AFDN"
"375","ENSG00000130520",0.279056176091045,5.0872900943251,10.3018123230549,0.00132899623662335,0.0305443274750681,"chr19",18306230,18323274,0.563684364916398,0.609407884592483,"0.5881458274174961",17045,3023,"8","protein_coding",56.37,"LSM4"
"376","ENSG00000130717",0.28775644070195,4.2833440864806,11.0004391312023,0.000910903034954049,0.0251677651027181,"chr9",131523801,131531268,0.572710230316015,0.581080985533627,"0.553044070724812",7468,2823,"7","protein_coding",57.27,"UCK1"
"377","ENSG00000130748",0.701735119873187,2.85390171453121,14.0103385303892,0.000181808232219088,0.0109247160164288,"chr19",47045907,47048630,0.616005873715125,0.722604117814355,"0.6058823529411764",2724,660,"8","protein_coding",61.6,"TMEM160"
"378","ENSG00000130779",-0.375832176058962,5.43472518191346,15.9664159353247,6.44762084414136e-05,0.00673829093292184,"chr12",122271432,122422632,0.438839690213689,0.429787767353006,"0.4352204267429454",151201,16265,"3","protein_coding",43.88,"CLIP1"
"379","ENSG00000130787",0.358032054771202,5.22401639889542,10.0226656339709,0.00154625522236334,0.0331716100708112,"chr12",122834453,122862960,0.591623403956784,0.602863848312601,"0.5882539966212946",28508,7072,"8","protein_coding",59.16,"HIP1R"
"380","ENSG00000131037",0.772934039363733,0.866972976177234,13.4739077059961,0.000241903974695151,0.0123255077282871,"chr19",55072020,55087923,0.582620724346076,0.640641331285376,"0.5734332189177215",15904,5654,"8","protein_coding",58.26,"EPS8L1"
"381","ENSG00000131100",-0.269149120892581,6.30627408644052,16.45832510192,4.9731312083432e-05,0.00574887424090779,"chr22",17592136,17628818,0.450535670474062,0.433356162713917,"0.4453690368505042",36683,3202,"3","protein_coding",45.05,"ATP6V1E1"
"382","ENSG00000131143",0.348131629660616,7.58780861790353,16.0792713312717,6.07453240520736e-05,0.00659528784617271,"chr16",85798633,85807044,0.508440323347599,0.503877003062897,"0.5083799922132913",8412,4912,"6","protein_coding",50.84,"COX4I1"
"383","ENSG00000131174",0.764855632819652,3.10032939595473,12.9888992219506,0.000313343127437062,0.0142088670776057,"chrX",77899438,77907373,0.408140120967742,0.421240556243379,"0.38337578236120173",7936,3020,"3","protein_coding",40.81,"COX7B"
"384","ENSG00000131188",0.508346771103083,2.38027217378898,12.1287555407664,0.000496502415004342,0.0190898116718628,"chr5",177446445,177456286,0.623145702093071,0.703302979790945,"0.603600293901543",9842,1766,"8","protein_coding",62.31,"PRR7"
"385","ENSG00000131236",-0.313191687408263,9.16256293789477,11.9615984300595,0.000543082618008513,0.0196920503822069,"chr1",40040233,40072649,0.432705062158744,0.497451843879086,"0.4293092018034617",32417,3941,"5","protein_coding",43.27,"CAP1"
"386","ENSG00000131467",-0.216857650212032,5.99172345516718,9.98550230411649,0.00157777509645482,0.0332810158701172,"chr17",42824385,42843758,0.460359244348095,0.509074011564331,"0.4592842588124719",19374,5506,"6","protein_coding",46.04,"PSME3"
"387","ENSG00000131469",0.647693714756782,7.85024327514681,11.5957134132544,0.000661040108446786,0.0216408684037726,"chr17",42998273,43002959,0.498399829315127,0.50472092032777,"0.5004592110141736",4687,3204,"6","protein_coding",49.84,"RPL27"
"388","ENSG00000131470",0.51435201153507,1.58891913855352,8.68987346343334,0.00319982838542687,0.0480959662620493,"chr17",42572315,42577831,0.486677542142469,0.492368230875967,"0.4786355304034083",5517,2566,"5","protein_coding",48.67,"PSMC3IP"
"389","ENSG00000131495",0.261746799200926,4.55021575332544,10.2500040551581,0.00136684300220002,0.0309971417684767,"chr5",140638740,140647785,0.508954233915543,0.539106218242726,"0.4495878249841471",9046,1773,"7","protein_coding",50.9,"NDUFA2"
"390","ENSG00000131504",-0.290707497027292,7.3073955348832,9.7551078636418,0.00178825149813239,0.0355445328887831,"chr5",141515016,141619055,0.412427912341407,0.494951379073326,"0.4056085454682366",104040,7128,"5","protein_coding",41.24,"DIAPH1"
"391","ENSG00000131724",-0.343820067502431,6.48186676438027,9.83309491263753,0.00171399710483722,0.0347888852571964,"chrX",118727572,118794539,0.403595747222554,0.422637796359454,"0.4088096022569379",66968,4360,"3","protein_coding",40.36,"IL13RA1"
"392","ENSG00000131849",0.757558877918474,0.920755937893328,8.89275770980447,0.00286303983740339,0.0456501569718829,"chr19",58432814,58440222,0.483601025779457,0.487910644819051,"0.43051771117166215",7409,3401,"5","protein_coding",48.36,"ZNF132"
"393","ENSG00000132305",-0.231284601068673,5.43865820322758,9.87112280257445,0.00167893019396277,0.0343828466644754,"chr2",86143932,86195770,0.414070487470823,0.466126197372445,"0.41178723543541945",51839,3970,"4","protein_coding",41.41,"IMMT"
"394","ENSG00000132466",-0.325547794938958,5.22295174093386,14.5490013191793,0.000136561017824706,0.00940138978613726,"chr4",73073376,73258798,0.361675736019803,0.421896889900484,"0.3607262886897809",185423,12001,"3","protein_coding",36.17,"ANKRD17"
"395","ENSG00000132581",0.239977943292967,5.37226796587384,12.302792892427,0.000452281006813495,0.0179391186697967,"chr17",28648356,28662189,0.471085730808154,0.452873761892176,"0.4447877703691657",13834,3326,"4","protein_coding",47.11,"SDF2"
"396","ENSG00000132661",0.334758237512767,2.76339264327157,9.50797614255879,0.0020458067622115,0.0380510029009844,"chr20",23350736,23354777,0.48936170212766,0.560010791990023,".",4042,1121,"7","protein_coding",48.94,"NXT1"
"397","ENSG00000132768",0.294835996274222,3.72971477159774,12.6679243781152,0.000371982254201207,0.0154153306334184,"chr1",43970000,43973369,0.56053412462908,0.570791602427985,"0.581338859184461",3370,3649,"7","protein_coding",56.05,"DPH2"
"398","ENSG00000132842",-0.294117974446539,4.82724390529091,12.4091512075727,0.000427235012453738,0.0171391470406955,"chr5",78000525,78294755,0.365348994497521,0.380355936600114,"0.3640653622307992",294231,7280,"1","protein_coding",36.53,"AP3B1"
"399","ENSG00000133026",-1.34459344718448,0.0999802496594872,9.56004187471495,0.00198858572099638,0.0376204163882306,"chr17",8474205,8630761,0.419968445997304,0.477066423117582,"0.4147866984650634",156557,8967,"5","protein_coding",42,"MYH10"
"400","ENSG00000133112",0.614135370842147,10.1174049929264,9.82312367168731,0.00172331414626955,0.0347888852571964,"chr13",45333471,45341370,0.441772151898734,0.443999124471858,"0.4069749871454158",7900,8051,"4","protein_coding",44.18,"TPT1"
"401","ENSG00000133134",0.542782890216035,1.91038860951652,10.2179177198514,0.00139082788702907,0.0312509422033093,"chrX",103309346,103311046,0.570252792475015,0.549225625713537,"0.5558510638297872",1701,1173,"7","protein_coding",57.03,"BEX2"
"402","ENSG00000133226",-0.276008759555162,6.43030790098673,14.7681387923225,0.00012157235956509,0.00895714428690591,"chr1",24631716,24673267,0.417621293800539,0.418203803539219,"0.41157252716438414",41552,9393,"3","protein_coding",41.76,"SRRM1"
"403","ENSG00000133318",-0.363616705030233,7.79114048179888,11.8817397930378,0.000566869645350481,0.0200009368242034,"chr11",63681446,63759891,0.421206944904775,0.417949463200142,"0.4206962803636808",78446,5781,"3","protein_coding",42.12,"RTN3"
"404","ENSG00000133612",0.352778387490527,4.49221828462141,10.0205334833392,0.00154804622719624,0.0331716100708112,"chr7",151085831,151144436,0.577261713817698,0.623793544705032,"0.5758650319169759",58606,11432,"8","protein_coding",57.73,"AGAP3"
"405","ENSG00000133812",-0.438515726523246,4.23390536002673,14.8618932406937,0.000115676369965291,0.00887576199414905,"chr11",9778667,10294207,0.383148963903938,0.419947161118966,"0.3804022746834367",515541,16722,"3","protein_coding",38.31,"SBF2"
"406","ENSG00000133835",-0.30199423948651,5.03750446801696,8.82794427833028,0.00296652375590471,0.0463863931227945,"chr5",119452443,119637199,0.373371509604508,0.392715585263004,"0.3713435539332997",184757,8432,"2","protein_coding",37.34,"HSD17B4"
"407","ENSG00000133997",-0.317338927513968,3.5570741304714,19.6436055039753,9.33150722727659e-06,0.00237628860131126,"chr14",70581257,70600690,0.389369146856026,0.388627166315561,"0.38402305394309855",19434,4711,"2","protein_coding",38.94,"MED6"
"408","ENSG00000134250",-0.263260108999025,6.71250084739471,9.37157816741279,0.00220375703460617,0.0396666594537395,"chr1",119911553,120069626,0.39736452547541,0.455502929208344,"0.39031767876504236",158074,16767,"4","protein_coding",39.74,"NOTCH2"
"409","ENSG00000134419",0.606842527775514,4.47416159703149,9.43607634817175,0.00212758184808536,0.0386595042944239,"chr16",18781295,18790383,0.464077456265816,0.476395687922065,"0.4465519432026379",9089,7672,"5","protein_coding",46.41,"RPS15A"
"410","ENSG00000134532",-1.58839752435825,-0.838857507361336,8.99449489624203,0.00270794110764603,0.0440159419079078,"chr12",23529500,23951032,0.344993155933225,0.392826779142752,"0.3437948259404601",421533,8941,"2","protein_coding",34.5,"SOX5"
"411","ENSG00000134668",-0.911319738045629,0.992100661769564,11.2001790922226,0.000817894378107753,0.0241533144835821,"chr1",31790422,31816051,0.493015996878658,0.579134068747711,"0.4845037889099206",25630,7095,"7","protein_coding",49.3,"SPOCD1"
"412","ENSG00000134996",-0.233583001626244,7.0939060373797,9.06029882937798,0.00261219282815053,0.0431585186021213,"chr9",75088543,75147265,0.40244878497352,0.413700989072387,"0.4024119405993271",58723,1309,"2","protein_coding",40.24,"OSTF1"
"413","ENSG00000135090",-0.459441988065321,6.50567954429003,18.7821755123917,1.46530200459727e-05,0.00299381645613705,"chr12",118149801,118372945,0.397136391135809,0.422643822519492,"0.40017843706338463",223145,10542,"3","protein_coding",39.71,"TAOK3"
"414","ENSG00000135250",-0.350455866234661,6.53253870382145,15.1806331489504,9.77003221849168e-05,0.00815893427895374,"chr7",105110704,105399308,0.410595797023614,0.427316486858872,"0.40913841779833526",288605,6315,"3","protein_coding",41.06,"SRPK2"
"415","ENSG00000135314",1.11743309611627,-0.361615731726153,10.1215636262369,0.00146544623782892,0.0324299192001157,"chr6",73241314,73310365,0.446880611712912,0.528018988922097,"0.44436491103075115",69052,3342,"6","protein_coding",44.69,"KHDC1"
"416","ENSG00000135387",-0.189777290257359,5.9875393729971,10.1400809754446,0.00145079790074425,0.0321868306994662,"chr11",34051683,34101156,0.402150624570481,0.434261282255574,"0.39853343854024703",49474,7662,"3","protein_coding",40.22,"CAPRIN1"
