"","Row.names","Log2FoldChange","AveExpr","t","P.Value","P.Adjust","B","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name","col"
"1335","ENSG00000234390",0.768914391054953,4.14959720125482,2.66027201323305,0.0087831508026941,0.138144263578619,-2.69453941316068,"chrX",49876724,49879241,0.532168387609214,0.516327379775243,".",2518,2173,"6","lincRNA",53.22,"USP27X-AS1","not"
"2731","ENSG00000263531",-0.683688597235304,4.45255599496133,-2.66337900418008,0.00870665843164628,0.138144263578619,-2.72048658708083,"chr17",30863921,30864940,0.42843137254902,0.418707714900089,".",1020,829,"3","antisense",42.84,"RP13-753N3.1","not"
"2837","ENSG00000266805",-1.02732023250958,2.78228193762992,-2.66023284925711,0.00878411886173491,0.138144263578619,-2.6258226570799,"chr18",9506242,9509726,0.385078909612626,0.385078909612626,".",3485,3484,"1","sense_intronic",38.51,"RP11-61L19.1","not"
"2925","ENSG00000267554",-0.394652778396894,8.83876715244847,-2.65831518458877,0.00883163800305301,0.138144263578619,-3.22325006074698,"chr17",35470069,35470628,0.464285714285714,0.464285714285714,".",560,559,"4","processed_pseudogene",46.43,"RP11-686D22.10","not"
"1071","ENSG00000230409",-0.4701330680779,7.76137980166189,-2.65547068138574,0.00890255180324909,0.138682784443237,-3.12999806401516,"chr3",37275693,37276598,0.417218543046358,0.417218543046358,".",906,905,"3","processed_pseudogene",41.72,"TCEA1P2","not"
"522","ENSG00000215914",0.922010962010701,3.2720250502859,2.647335243888,0.00910821768149395,0.140454030491298,-2.67543141448878,"chr1",1699942,1701782,0.721347093970668,0.687315196879971,"0.7540574714287741",1841,1010,"8","unprocessed_pseudogene",72.13,"MMP23A","not"
"2097","ENSG00000253372",-0.664428089432843,6.08124841686603,-2.64753644254015,0.00910308002141401,0.140454030491298,-2.97362559670074,"chr8",122807746,122816517,0.44015047879617,0.429193557196354,"0.45566105934059564",8772,1011,"3","sense_intronic",44.02,"RP11-44N11.1","not"
"3552","ENSG00000275437",0.527505780710424,5.58364840699192,2.64659626754495,0.00912711011085254,0.140454030491298,-2.88912010970768,"chr20",62402236,62405935,0.590540540540541,0.590540540540541,".",3700,3699,"8","sense_intronic",59.05,"RP5-908M14.10","not"
"3144","ENSG00000271361",1.07216292712364,5.28710342358763,2.64404718576797,0.00919255094201783,0.140890669881491,-2.83888524144817,"chr6",3023142,3023772,0.497622820919176,0.497622820919176,".",631,630,"5","processed_pseudogene",49.76,"HTATSF1P2","not"
"1234","ENSG00000233010",-0.483320278126868,5.71886445435695,-2.63303268116263,0.00948021496995463,0.144716052613645,-2.96773949848037,"chr22",29608900,29609501,0.473421926910299,0.473421926910299,".",602,601,"5","processed_pseudogene",47.34,"RPEP4","not"
"44","ENSG00000152117",0.331102866714085,9.86459461144051,2.61688649568152,0.00991658917410788,0.148397462404662,-3.41659034211615,"chr2",131492813,131521573,0.539341469350857,0.578533743342185,"0.5324432717821482",28761,3895,"7","transcribed_processed_pseudogene",53.93,"AC093838.4","not"
"377","ENSG00000210082",-0.202807072830236,17.0618856344667,-2.61861196121641,0.00986910717058942,0.148397462404662,-4.02751610957416,"chrM",1671,3229,0.42811296534018,0.42811296534018,".",1559,1558,"3","Mt_rRNA",42.81,"MT-RNR2","not"
"728","ENSG00000225300",-0.859136869336433,2.89335667513804,-2.62081886664814,0.00980867537306752,0.148397462404662,-2.72484998334685,"chr1",246605873,246608102,0.522421524663677,0.516823817547374,".",2230,1958,"6","sense_intronic",52.24,"RP11-1086F11.1","not"
"1070","ENSG00000230383",0.422412662925101,6.53031241516567,2.61800540145911,0.00988577530509443,0.148397462404662,-3.07309752209931,"chr7",137721985,137722846,0.466357308584687,0.466357308584687,".",862,861,"4","processed_pseudogene",46.64,"AC009245.3","not"
"2904","ENSG00000267412",-0.882350836449903,3.381042833076,-2.61811339819649,0.00988280572245248,0.148397462404662,-2.74202548614861,"chr19",2610155,2611862,0.558548009367681,0.558548009367681,".",1708,1707,"7","sense_intronic",55.85,"CTC-265F19.2","not"
"897","ENSG00000227766",1.10354069502354,5.04626669179117,2.61196872680348,0.01005304963502,0.148506463174839,-2.88594133320238,"chr6",29942075,29943067,0.65055387713998,0.65055387713998,".",993,992,"8","unprocessed_pseudogene",65.06,"HCG4P5","not"
"2031","ENSG00000251215",-0.637984320244701,5.94217408602745,-2.61099908226801,0.0100801545643537,0.148506463174839,-3.02047317383876,"chr5",39169210,39170335,0.425399644760213,0.407141981733635,".",1126,978,"2","processed_pseudogene",42.54,"GOLGA5P1","not"
"2498","ENSG00000260224",-0.940598764719313,2.52668270134696,-2.61278166251588,0.0100303758736706,0.148506463174839,-2.72907479239411,"chr16",11968508,11968743,0.423728813559322,0.423728813559322,".",236,235,"3","processed_pseudogene",42.37,"UBL5P4","not"
"3041","ENSG00000269892",-0.452517435086541,6.18491299953339,-2.61337794488023,0.0100137741347196,0.148506463174839,-3.06932992914897,"chr12",6742985,6743641,0.427701674277017,0.427701674277017,".",657,656,"3","lincRNA",42.77,"RP4-761J14.10","not"
"2720","ENSG00000263276",-0.441991410190207,7.03042600472739,-2.60855149863163,0.0101488660319517,0.148941466360805,-3.17548804076884,"chr16",68224713,68227734,0.410655195234944,0.410655195234944,".",3022,3021,"2","sense_overlapping",41.07,"RP11-96D1.10","not"
"196","ENSG00000188933",-1.17358968162729,2.315619121806,-2.60477999436775,0.0102555701255701,0.149831869834534,-2.74651830972181,"chr17",16786489,16804455,0.428563477486503,0.422023690087222,"0.43108474099735994",17967,7760,"3","transcribed_unprocessed_pseudogene",42.86,"USP32P1","not"
"517","ENSG00000215811",-0.90806396188573,2.99319060827788,-2.60362754839371,0.0102883762238393,0.149831869834534,-2.76971678039383,"chr1",228508655,228512305,0.49602848534648,0.577728271059549,"0.45871943047673364",3651,865,"7","unprocessed_pseudogene",49.6,"BTNL10","not"
"591","ENSG00000222276",-0.954816914104542,2.70500751748029,-2.60221663886201,0.0103286684884377,0.149844537879969,-2.76054906577664,"chr14",96384624,96384815,0.380208333333333,0.380208333333333,".",192,191,"1","snRNA",38.02,"RNU2-33P","not"
"470","ENSG00000214389",0.768296281309137,7.18389273914479,2.59442221973936,0.0105538293565634,0.152528917811017,-3.20260781076118,"chr7",98385801,98386584,0.431122448979592,0.431122448979592,".",784,783,"3","processed_pseudogene",43.11,"RPS3AP26","not"
"387","ENSG00000211513",-0.442220460733389,7.09755402693276,-2.59220682939307,0.0106186273085286,0.152738845473535,-3.22467723735024,"chr19",46709293,46709345,0.547169811320755,0.547169811320755,".",53,52,"7","miRNA",54.72,"MIR320E","not"
"2044","ENSG00000251442",-0.501060031354929,6.49480609721641,-2.59118203323368,0.0106487224547453,0.152738845473535,-3.15422631870613,"chr4",78645903,78682699,0.397858521075088,0.43024415099675,"0.39755294750692527",36797,2945,"3","lincRNA",39.79,"LINC01094","not"
"2248","ENSG00000256116",0.537028278024771,4.67950892586408,2.58758117854947,0.0107550779356771,0.153684403133491,-2.92052671180036,"chr11",64229214,64234352,0.585327884802491,0.604149028360549,".",5139,1048,"8","antisense",58.53,"RP11-783K16.14","not"
"3375","ENSG00000273062",0.853487296858745,3.57426534448217,2.5831222948389,0.0108880995225441,0.155002495450151,-2.84123841485739,"chr1",178724306,178726285,0.644949494949495,0.644949494949495,".",1980,1979,"8","antisense",64.49,"RP11-428K3.1","not"
"3382","ENSG00000273137",0.652354096288717,4.07165363022407,2.58089897040998,0.0109549788433007,0.155372666355917,-2.8794847378445,"chr22",50208461,50209542,0.641404805914972,0.632818076046891,".",1082,638,"8","antisense",64.14,"RP3-402G11.28","not"
"2163","ENSG00000254635",-0.240552284284218,10.0939789783355,-2.57787487251441,0.0110465386748612,0.155510716678324,-3.53410286118881,"chr10",28522652,28532743,0.433115338882283,0.482756056059739,"0.4498502994011976",10092,2939,"5","antisense",43.31,"WAC-AS1","not"
"2787","ENSG00000265625",-0.522877279748373,5.84795478409345,-2.57806428843467,0.0110407836539765,0.155510716678324,-3.10516469456985,"chr17",29644796,29645847,0.397338403041825,0.397338403041825,".",1052,1051,"2","sense_intronic",39.73,"RP11-68I3.11","not"
"2678","ENSG00000262050",0.620108009127047,4.40191256652737,2.57582108336926,0.0111091122090595,0.155814522164705,-2.92584331389464,"chr17",2712309,2712833,0.579047619047619,0.586841092580888,".",525,441,"8","antisense",57.9,"RP11-74E22.3","not"
"2099","ENSG00000253430",-0.859847038140844,3.70389697783396,-2.57432724407518,0.0111548254164433,0.155880483117284,-2.87128309405169,"chr8",26422593,26423929,0.402393418100224,0.464565570020253,".",1337,506,"4","sense_intronic",40.24,"RP11-14I17.2","not"
"1617","ENSG00000239912",-0.809946410250578,4.31665614164381,-2.56829262693526,0.0113412166921189,0.157904632405655,-2.91606925214183,"chr19",53413190,53413345,0.378205128205128,0.378205128205128,".",156,155,"1","processed_pseudogene",37.82,"RPL39P36","not"
"1658","ENSG00000240729",-1.04721943543393,2.78779205289078,-2.56192458163409,0.0115409349858422,0.158997559425837,-2.85488243606998,"chr5",177264766,177265241,0.422268907563025,0.422268907563025,".",476,475,"3","processed_pseudogene",42.23,"CTD-2301A4.3","not"
"2560","ENSG00000260805",0.657897073483996,4.1171741030288,2.56079699112355,0.0115766263046923,0.158997559425837,-2.9292842091103,"chr1",212557833,212559731,0.562927856766719,0.562927856766719,".",1899,1898,"7","lincRNA",56.29,"RP11-61J19.5","not"
"2614","ENSG00000261308",0.567249309530193,5.52614014728305,2.56386879873972,0.011479627110058,0.158997559425837,-3.0838786594208,"chr12",51820459,51822415,0.742973939703628,0.742973939703628,".",1957,1956,"8","processed_pseudogene",74.3,"FIGNL2","not"
"2862","ENSG00000267083",-0.562385560162562,5.55014409436042,-2.56046870585568,0.0115870360328747,0.158997559425837,-3.10820642607708,"chr17",60810165,60811462,0.553158705701079,0.553158705701079,".",1298,1297,"7","processed_pseudogene",55.32,"KRT18P61","not"
"2153","ENSG00000254481",-0.817427024177311,4.18839335747546,-2.55908666898999,0.0116309517765605,0.159026070873044,-2.93911660161921,"chr11",134123828,134124329,0.444223107569721,0.444223107569721,".",502,501,"4","processed_pseudogene",44.42,"PTP4A2P2","not"
"204","ENSG00000196205",0.285152401145121,13.4624327832525,2.54657123210364,0.0120354950862833,0.159408473440286,-3.8912919180089,"chr9",133019486,133020874,0.483081353491721,0.483081353491721,".",1389,1388,"5","processed_pseudogene",48.31,"EEF1A1P5","not"
"340","ENSG00000206417",0.417190118797247,6.45940577657284,2.55587238238366,0.0117336674576929,0.159408473440286,-3.21465239501773,"chr3",129315392,129326225,0.576149160051689,0.588839313792504,"0.5680056027270033",10834,3412,"8","antisense",57.61,"H1FX-AS1","not"
"737","ENSG00000225423",-0.829986360902904,4.34195586665253,-2.54687143972532,0.0120256454790362,0.159408473440286,-3.00300644590681,"chr10",84390908,84392045,0.411247803163445,0.411247803163445,".",1138,1137,"2","processed_pseudogene",41.12,"TNPO1P1","not"
"1905","ENSG00000248472",-0.848895991252399,3.40137802054273,-2.54757645794032,0.0120025427225409,0.159408473440286,-2.90781597988339,"chr15",101976558,101979093,0.575315457413249,0.561201111240933,"0.5910262096911539",2536,1889,"7","transcribed_unprocessed_pseudogene",57.53,"DDX11L9","not"
"2073","ENSG00000252274",-0.810358472599966,2.82309851241128,-2.54654466023483,0.0120363672395059,0.159408473440286,-2.88910208841286,"chr17",72818836,72818972,0.313868613138686,0.313868613138686,".",137,136,"1","scaRNA",31.39,"SCARNA24","not"
"2202","ENSG00000255163",-0.424317443326055,8.95919150132904,-2.55103481237685,0.0118897912395182,0.159408473440286,-3.49670089386747,"chr11",118208932,118209211,0.410714285714286,0.410714285714286,".",280,279,"2","processed_pseudogene",41.07,"HSPE1P18","not"
"2457","ENSG00000259865",0.456271083126571,8.51361010327888,2.55017236275987,0.0119178201083982,0.159408473440286,-3.46027734869041,"chr1",247187281,247188526,0.278491171749599,0.278491171749599,".",1246,1245,"1","lincRNA",27.85,"RP11-488L18.10","not"
"2555","ENSG00000260778",0.467527303912711,5.81145102582718,2.55179142472958,0.0118652506892903,0.159408473440286,-3.14898781144186,"chr16",2268155,2273418,0.615691489361702,0.6285089857331,"0.5932203389830508",5264,976,"8","lincRNA",61.57,"MIR940","not"
"2690","ENSG00000262380",-0.885967636222881,3.90455548985731,-2.54797509837103,0.0119894972857928,0.159408473440286,-2.95575555756169,"chr16",15683290,15684570,0.480093676814988,0.467428978426785,".",1281,501,"4","sense_intronic",48.01,"CTB-193M12.3","not"
"1060","ENSG00000230202",-0.367735496368912,10.7735289810063,-2.54405297829764,0.012118402500005,0.15993766632819,-3.6753153998103,"chr6",117998975,117999448,0.552742616033755,0.552742616033755,".",474,473,"7","processed_pseudogene",55.27,"RP11-632C17__A.1","not"
"1865","ENSG00000247092",0.34756434605029,6.81237656234542,2.54108032627096,0.0122169284639836,0.160680086822151,-3.30826233232028,"chr14",95532297,95534872,0.472437888198758,0.508912487062443,".",2576,2222,"6","antisense",47.24,"SNHG10","not"
"3121","ENSG00000270872",0.973529776872585,2.90557148006125,2.53958934117914,0.0122666157003753,0.160777263024574,-2.903799500053,"chr1",143975087,144068350,0.422467404357523,0.496629589783107,"0.42147730754681656",93264,1014,"5","unprocessed_pseudogene",42.25,"SRGAP2D","not"
"2651","ENSG00000261560",-0.71693611865537,4.41334823158227,-2.53642676942394,0.0123726086112989,0.161609227943461,-3.02020882251064,"chr16",11881075,11882569,0.432107023411371,0.432107023411371,".",1495,1494,"3","sense_intronic",43.21,"RP11-166B2.3","not"
"132","ENSG00000180747",0.59298990956927,5.258113755997,2.53450867465849,0.0124372921716428,0.161897765563063,-3.09727436373209,"chr16",21446683,21520444,0.437067866923348,0.446341641193395,"0.3800881250732242",73762,7272,"4","transcribed_unprocessed_pseudogene",43.71,"SMG1P3","not"
"1626","ENSG00000240087",0.523103534904771,5.52548122011389,2.53201683515714,0.0125217763372891,0.162441200880669,-3.14857264813002,"chr12",68552995,68553882,0.516891891891892,0.516891891891892,".",888,887,"6","processed_pseudogene",51.69,"RPSAP12","not"
"2315","ENSG00000257681",-0.797025158384178,3.68584665413557,-2.5296544713083,0.0126023449473077,0.16255646297049,-2.96511024572253,"chr12",103746315,103768858,0.465667139815472,0.440230796106944,"0.4715363511659808",22544,1059,"3","antisense",46.57,"RP11-341G23.4","not"
"2623","ENSG00000261359",0.427474299499589,6.08237794517063,2.52924973962072,0.0126161948372256,0.16255646297049,-3.23113730611411,"chr16",31201885,31203452,0.628188775510204,0.605461414878044,".",1568,1093,"8","antisense",62.82,"PYCARD-AS1","not"
"3294","ENSG00000272632",-0.771234302303256,4.00741082128364,-2.52721128480517,0.0126861580143959,0.162905698015941,-3.00703669910202,"chr4",141430831,141431284,0.354625550660793,0.354625550660793,".",454,453,"1","lincRNA",35.46,"RP11-362F19.3","not"
"1589","ENSG00000238260",0.392038968868328,6.76373587768063,2.52471640011232,0.0127722592269213,0.163459115560699,-3.33101086557009,"chr1",3623190,3624743,0.616473616473616,0.612409388976146,"0.5978695073235686",1554,619,"8","antisense",61.65,"RP11-46F15.2","not"
"1604","ENSG00000239523",0.684758149565224,3.98776000522404,2.51872463810961,0.0129811817760181,0.164711598525707,-3.00376029653861,"chr3",123585542,123644568,0.441662290138411,0.527548737309915,"0.42196361310695996",59027,976,"6","antisense",44.17,"MYLK-AS1","not"
"1926","ENSG00000248780",-0.958457425450868,3.06837531276276,-2.51813724417196,0.0130018268796263,0.164711598525707,-2.96117948534809,"chr4",40786110,40786710,0.394342762063228,0.394342762063228,".",601,600,"2","processed_pseudogene",39.43,"ARL4AP2","not"
"2792","ENSG00000265735",0.907669230500496,3.02999704231273,2.51695523573912,0.0130434599200836,0.164711598525707,-2.95144225166229,"chr9",9442060,9442380,0.576323987538941,0.576323987538941,".",321,320,"7","misc_RNA",57.63,"RN7SL5P","not"
"2915","ENSG00000267472",0.75540773137943,3.72479930427196,2.51781836725967,0.013013046727258,0.164711598525707,-3.00051100908656,"chr17",68198921,68199596,0.729289940828402,0.729289940828402,".",676,675,"8","processed_pseudogene",72.93,"LOC440461","not"
"582","ENSG00000221930",-0.367347501036506,7.43613913215869,-2.51240706190193,0.0132047715277356,0.16582566239754,-3.45294942371569,"chrX",130494965,130496588,0.45012315270936,0.45012315270936,".",1624,1623,"4","transcribed_processed_pseudogene",45.01,"FAM45BP","not"
"2998","ENSG00000268858",0.409723589625441,8.46340198841518,2.51201007248418,0.013218935992227,0.16582566239754,-3.54517635111505,"chr20",63861212,63864293,0.63335496430889,0.63335496430889,".",3082,3081,"8","antisense",63.34,"RP4-591C20.9","not"
"2627","ENSG00000261373",0.674706984760298,3.91609687090526,2.51061829078288,0.013268701728212,0.165902418647808,-3.0314496979984,"chr16",89711856,89718165,0.565610142630745,0.637199642958056,"0.5244952808324672",6310,1749,"8","antisense",56.56,"VPS9D1-AS1","not"
"760","ENSG00000225756",0.487016154542602,6.85304178097084,2.50603362617994,0.0134338218726665,0.16686914032028,-3.37429923446932,"chr9",133654586,133657313,0.614736070381232,0.610082538043716,".",2728,2137,"8","antisense",61.47,"DBH-AS1","not"
"2941","ENSG00000267750",-0.943052133382503,3.07541626125488,-2.5067751510115,0.0134069914041484,0.16686914032028,-2.98029665949948,"chr17",44299574,44315315,0.525282683267692,0.467963395445277,"0.5206439856740419",15742,5396,"4","antisense",52.53,"RUNDC3A-AS1","not"
"242","ENSG00000199266",0.823200339255247,2.85168689571278,2.49770114830798,0.0137386307200621,0.167004110056752,-2.9876587652726,"chr20",38449370,38449503,0.507462686567164,0.507462686567164,".",134,133,"6","snoRNA",50.75,"SNORA60","not"
"383","ENSG00000210195",-1.0157198884417,3.33906193251928,-2.49964500376783,0.0136669755722334,0.167004110056752,-3.00658489266598,"chrM",15888,15953,0.378787878787879,0.378787878787879,".",66,65,"1","Mt_tRNA",37.88,"MT-TT","not"
"1740","ENSG00000243175",-0.501760884164725,6.33318458747498,-2.49733282255778,0.0137522458426107,0.167004110056752,-3.35901356745946,"chr4",143424753,143426013,0.488501189532117,0.488501189532117,".",1261,1260,"5","transcribed_processed_pseudogene",48.85,"RPSAP36","not"
"1756","ENSG00000243544",-0.396040762634792,6.97069732373185,-2.50277180384789,0.0135524145944537,0.167004110056752,-3.41784885502205,"chr3",121653994,121654296,0.521452145214521,0.521452145214521,".",303,302,"6","misc_RNA",52.15,"RN7SL172P","not"
"2160","ENSG00000254614",-0.410053394182404,8.2612771857954,-2.49834668279696,0.0137147976475592,0.167004110056752,-3.56463548546971,"chr11",65177606,65181834,0.484275242374084,0.577355316068807,".",4229,1788,"7","antisense",48.43,"AP003068.23","not"
"2201","ENSG00000255156",-0.661736383638699,4.71676855850186,-2.50265669325028,0.0135566168019661,0.167004110056752,-3.13868647370802,"chr22",20475203,20475311,0.44954128440367,0.44954128440367,".",109,108,"4","misc_RNA",44.95,"RNY1P9","not"
"2549","ENSG00000260711",-0.367317414107569,8.70151210032584,-2.49876028387481,0.0136995469542781,0.167004110056752,-3.60137151943095,"chr14",91752856,91759798,0.386144318018148,0.386144318018148,".",6943,6942,"1","sense_intronic",38.61,"RP11-747H7.3","not"
"268","ENSG00000201208",-0.864086239880215,2.79911083459088,-2.48950606074989,0.0140444246021241,0.167870622366898,-3.00945774099349,"chr12",113178423,113178519,0.422680412371134,0.422680412371134,".",97,96,"3","misc_RNA",42.27,"Y_RNA","not"
"1554","ENSG00000237903",-0.848885382526694,3.21659141456267,-2.49178987044322,0.0139586009262852,0.167870622366898,-3.02662742513836,"chrX",119422917,119423547,0.491283676703645,0.476247275539619,".",631,431,"5","sense_intronic",49.13,"RP3-404F18.5","not"
"2219","ENSG00000255449",-0.502664042531778,5.69748716823499,-2.49265341284619,0.0139262719210809,0.167870622366898,-3.27711658075429,"chr11",77866412,77870091,0.444565217391304,0.470503040633952,".",3680,710,"5","antisense",44.46,"RP11-91P24.6","not"
"2603","ENSG00000261208",-0.522512919086807,7.57885467047945,-2.49021269484041,0.0140178196854258,0.167870622366898,-3.52526394134513,"chr14",52286797,52289268,0.398867313915858,0.406409748848899,"0.5028901734104047",2472,1946,"2","processed_pseudogene",39.89,"RP11-452D12.1","not"
"2649","ENSG00000261546",0.828431342098334,2.87252402588528,2.49174445900178,0.0139603028774083,0.167870622366898,-3.00244584683684,"chr16",89113175,89115279,0.604275534441805,0.604275534441805,".",2105,2104,"8","antisense",60.43,"CTD-2555A7.3","not"
"79","ENSG00000172965",-0.336376091806097,9.01906524618449,-2.48645442587501,0.0141598376653309,0.16871957042609,-3.66217123556813,"chr2",111196350,111495100,0.446505618391236,0.473138686944515,"0.44776819620975405",298751,8479,"5","lincRNA",44.65,"MIR4435-2HG","not"
"1728","ENSG00000242737",-0.961128234168334,2.75286814505965,-2.47940452400518,0.014429708008684,0.17139787544065,-3.02708796501837,"chr15",50466738,50467096,0.426183844011142,0.426183844011142,".",359,358,"3","processed_pseudogene",42.62,"RP11-562A8.1","not"
"2702","ENSG00000262728",0.743363280564627,3.84578425379637,2.47683309627956,0.0145292784399225,0.171508656366911,-3.09718261323304,"chr15",32586105,32615158,0.45136642114683,0.415583512606076,"0.446387765863948",29054,1228,"2","antisense",45.14,"RP11-1000B6.8","not"
"3177","ENSG00000271858",0.445855553549869,6.38899180857452,2.47752819503757,0.014502302678186,0.171508656366911,-3.39717867397801,"chr3",50365334,50368197,0.611731843575419,0.614902623562006,"0.5786026200873362",2864,1197,"8","antisense",61.17,"CYB561D2","not"
"610","ENSG00000223551",0.519037197379451,7.92135575714469,2.47179033602494,0.0147263241617791,0.172421128282299,-3.57884645506787,"chr9",128342153,128342770,0.43042071197411,0.43042071197411,".",618,617,"3","processed_pseudogene",43.04,"TMSB4XP4","not"
"2109","ENSG00000253558",-0.646621509671097,6.29843377069082,-2.47205721446425,0.0147158364900029,0.172421128282299,-3.41175093702409,"chr5",78041879,78044138,0.45353982300885,0.45353982300885,".",2260,2259,"4","transcribed_processed_pseudogene",45.35,"CTD-2179L22.1","not"
"2953","ENSG00000267904",-0.331732425476181,8.17715452423259,-2.47137487016537,0.0147426642177709,0.172421128282299,-3.6215941151314,"chr19",16639967,16640668,0.47008547008547,0.459656313753825,".",702,544,"4","sense_intronic",47.01,"CTC-429P9.5","not"
"1906","ENSG00000248476",-0.467771157067157,5.80174919681835,-2.46767637202554,0.014888838060256,0.173596544377402,-3.35595426682112,"chr21",29351634,29361894,0.437384270538934,0.424981862954606,"0.44108517527594554",10261,817,"3","sense_intronic",43.74,"BACH1-IT1","not"
"658","ENSG00000224183",0.453989340290749,5.81797357169942,2.46529798639934,0.014983518799993,0.174166223115515,-3.34346492518441,"chr1",25294164,25294643,0.539583333333333,0.539583333333333,".",480,479,"7","processed_pseudogene",53.96,"SDHDP6","not"
"573","ENSG00000221263",-0.676024951625002,4.81012634440418,-2.46025500715536,0.0151860505267738,0.17544734970294,-3.24771175614759,"chr5",100816482,100816565,0.285714285714286,0.285714285714286,".",84,83,"1","miRNA",28.57,"MIR548P","not"
"2520","ENSG00000260335",0.467772057537322,4.73099093257613,2.46092244500885,0.015159106210029,0.17544734970294,-3.21163488784738,"chr16",29449191,29449625,0.622988505747126,0.664256670043904,".",435,150,"8","unprocessed_pseudogene",62.3,"RP11-345J4.6","not"
"1983","ENSG00000250170",-0.922025183655989,4.33654996260934,-2.45818649556435,0.0152698270271128,0.175880644030472,-3.18123252228282,"chr3",141525133,141526121,0.404448938321537,0.375814466187016,".",989,610,"1","sense_intronic",40.44,"RASA2-IT1","not"
"216","ENSG00000197301",-0.922373523967551,3.03459648810023,-2.45438506132918,0.0154248621702807,0.176506034975974,-3.10512752775896,"chr12",65851340,65882167,0.393732970027248,0.411517889707749,"0.3871804698809264",30828,6026,"2","antisense",39.37,"RP11-366L20.2","not"
"444","ENSG00000213860",0.415894983537519,7.79482158196248,2.45344459203967,0.015463433214154,0.176506034975974,-3.60863935137887,"chr7",20002765,20003247,0.43064182194617,0.43064182194617,".",483,482,"3","processed_pseudogene",43.06,"RPL21P75","not"
"2449","ENSG00000259797",-0.826015409863595,3.21168326109543,-2.45363771433385,0.0154555057784746,0.176506034975974,-3.08833384457218,"chr16",68316801,68319036,0.483899821109123,0.476685639476263,".",2236,426,"5","sense_intronic",48.39,"RP11-96D1.3","not"
"1934","ENSG00000248980",0.802948231669283,3.00822554214867,2.45090702199394,0.0155679341331712,0.176637963105027,-3.10068515615749,"chr4",176308268,176320458,0.387663030104175,0.574092658369972,"0.3615894039735099",12191,607,"7","antisense",38.77,"RP11-87F15.2","not"
"2027","ENSG00000251158",0.727081991648024,5.70779774895922,2.45131372918529,0.0155511431428143,0.176637963105027,-3.33630078475825,"chr5",69898867,69903198,0.609879963065559,0.609879963065559,".",4332,4331,"8","unprocessed_pseudogene",60.99,"RP11-98J23.1","not"
"813","ENSG00000226337",-0.910339159648244,2.98806104873706,-2.44767865032314,0.0157017915062379,0.177626516414316,-3.10192851912868,"chr9",68541036,68644442,0.418579013026197,0.466293910764972,"0.4165828064156278",103407,1734,"4","lincRNA",41.86,"RP11-274B18.4","not"
"1386","ENSG00000235217",0.402380029495642,6.1379713050809,2.4427004537926,0.0159102090568353,0.178919244452754,-3.45269588544051,"chr20",32186477,32190527,0.559861762527771,0.559861762527771,".",4051,4050,"7","transcribed_processed_pseudogene",55.99,"TSPY26P","not"
"2178","ENSG00000254810",-0.907760136945408,3.1309860560103,-2.44352891595355,0.015875354837391,0.178919244452754,-3.13328605503004,"chr11",76654169,76656712,0.592374213836478,0.571441291475691,".",2544,649,"7","lincRNA",59.24,"RP11-672A2.4","not"
"3067","ENSG00000270015",0.470254841609593,6.84268129201151,2.44030276822446,0.0160114658773906,0.179526789970388,-3.54055225974987,"chr15",30926514,30928407,0.511615628299894,0.511615628299894,".",1894,1893,"6","sense_intronic",51.16,"RP11-540B6.6","not"
"118","ENSG00000179743",0.340826579943276,7.68911495580085,2.43486207600388,0.0162433603629293,0.181058688385614,-3.65036460886673,"chr1",15834474,15848147,0.504753546877285,0.611852025210485,".",13674,2471,"8","antisense",50.48,"FLJ37453","not"
"1987","ENSG00000250251",0.467784058848429,6.79615518268491,2.43502578230652,0.016236339503904,0.181058688385614,-3.54888897262876,"chr16",15125242,15154564,0.617228796507861,0.648597239391509,"0.6234766220734366",29323,5989,"8","transcribed_unprocessed_pseudogene",61.72,"PKD1P6","not"
"1610","ENSG00000239653",-0.464584822668821,7.57233060465874,-2.43160025613314,0.016383813416339,0.181084213482635,-3.65866808413483,"chr3",64004022,64012148,0.388212132398179,0.418541177368418,"0.38974641675854466",8127,2453,"3","antisense",38.82,"PSMD6-AS2","not"
"1700","ENSG00000241782",-0.658302157227305,4.97814210520078,-2.4303896644099,0.0164362151148406,0.181084213482635,-3.32426221866702,"chr11",77868722,77869195,0.434599156118143,0.434599156118143,".",474,473,"3","processed_pseudogene",43.46,"RP11-91P24.1","not"
"3534","ENSG00000275120",0.388452343068124,5.81851965666991,2.43050283938754,0.0164313099180003,0.181084213482635,-3.43111612571119,"chr15",84597809,84633987,0.483595455927472,0.501707124437865,"0.48069734914643375",36179,3662,"6","antisense",48.36,"RP11-182J1.18","not"
"3657","ENSG00000277476",0.337426961458394,8.85226876347401,2.43224493718113,0.0163559683625443,0.181084213482635,-3.76717960170042,"chr17",68133201,68135935,0.597440585009141,0.597440585009141,".",2735,2734,"8","lincRNA",59.74,"RP11-147L13.13","not"
"1288","ENSG00000233674",-0.782597707895904,3.76955911632919,-2.42846716952598,0.0165197383250548,0.181478397033333,-3.19750044901205,"chr1",43743471,43743741,0.446494464944649,0.446494464944649,".",271,270,"4","processed_pseudogene",44.65,"RP11-184I16.3","not"
